Seccion;Manzana;Parcela;SMP;Expediente;Nomenclacion par;Fecha de registro;Direccion;Comuna 1;Codigo postal;Codigo postal argentino;Tipo obra;Superficie (m2);Direccion normalizada;Lon;Lat;Calle;Altura;Barrio;Comuna;
63;8;47;063-008-047;12373015/18;16-63-8-47;2018-10-16;ACHEGA 3170;Comuna 12;1431;C1431ETF;Obra Media;626.55;ACHEGA 3170;-58.50093991;-34.57308255;ACHEGA;3170;Villa Urquiza;12;
 ; ; ; - - ;23237927/17;;2018-05-17;ACHEGA 3425;Comuna 12;1431;C1431ETK;Obra Media;916.19;ACHEGA 3425;-58.5030437;-34.57034059;ACHEGA;3425;Villa Urquiza;12;
 ; ; ; - - ;20595753/17;;2018-06-11;ACHEGA 3562;Comuna 12;1431;C1431ETN;Obra Media;1178.51;ACHEGA 3562;-58.50480866;-34.5682852;ACHEGA;3562;Villa Urquiza;12;
60;35A;18;060-35A-018;9974373/17;1-60-35A-18;2017-10-11;ACONCAGUA 5749;Comuna 9;1440;C1440CHC;Obra Media;778.19;ACONCAGUA 5749;-58.50495287;-34.64550573;ACONCAGUA;5749;Liniers;9;
60;035A;15;060-035A-015;14372677/18;1-60-035A-015;2018-10-16;ACONCAGUA 5781;Comuna 9;1440;C1440CHC;Obra Menor;33;ACONCAGUA 5781;-58.50515009;-34.64567577;ACONCAGUA;5781;Liniers;9;
60;06A;16;060-06A-016;30145779/17;1-60-6A-16;2018-07-31;ACONCAGUA 5955;Comuna 9;1440;C1440CHG;Obra Media;676.78;ACONCAGUA 5955;-58.50665458;-34.64696969;ACONCAGUA;5955;Liniers;9;
47;90;33;047-090-033;5519537/18;15-47-090-033;2018-07-04;ACOYTE 1288;Comuna 15;1414;C1414BZD;Obra Media;1416.22;ACOYTE 1288;-58.44174947;-34.60456315;ACOYTE;1288;Villa Crespo;15;
47;94;030a;047-094-030a;31820495/18;15-47-94-30a;2019-01-03;ACOYTE 1638;Comuna 15;1414;C1414BZL;Obra Media;1911.34;ACOYTE 1638;-58.44437203;-34.60193196;ACOYTE;1638;Villa Crespo;15;
45;73A;000T;045-73A-000T;9720744/18;7-45-73A-T;2019-03-21;ACOYTE 580;Comuna 6;1405;C1405BGQ;Micro Obra;;ACOYTE AV. 580;-58.43889588;-34.61188561;ACOYTE AV.;580;Caballito;6;
 ; ; ; - - ;11898764/17;;2018-02-08;ACUÑA FIGUEROA 1737;Comuna 14;1180;C1180ABG;Obra Mayor;3010;ACUÑA DE FIGUEROA, FRANCISCO 1737;-58.42037859;-34.59103623;ACUÑA DE FIGUEROA, FRANCISCO;1737;Palermo;14;
6;36.26B;4;006-36.26B-004;19188438/18;06-36.26B-04;2019-02-26;AGRELO 4274;Comuna 5;1224;C1224ABX;Obra Media;1175.96;AGRELO 4274;-58.42675306;-34.61935275;AGRELO;4274;Almagro;5;
 ; ; ; - - ;10052378/18;;2018-04-27;AGUARIBAY 6935;Comuna 10;1408;C1408AOE;Obra Menor;155.19;AGUARIBAY 6935;-58.52894543;-34.63311355;AGUARIBAY;6935;Versalles;10;
15;100;16;015-100-016;9306390/17;19-15-100-16;2017-09-19;AGÜERO 1025/35;Comuna 2;1171;C1171ABQ;Obra Media;1305.75;AGUERO 1025;-58.41022335;-34.5977177;AGUERO;1025;Recoleta;2;
15;79;39;015-079-039;18589029/18;19-15-79-39;2019-01-29;AGÜERO 1074;Comuna 2;1171;C1171ABR;Obra Media;1416.96;AGUERO 1074;-58.41032002;-34.59722199;AGUERO;1074;Recoleta;2;
15;101;15;015-101-015;4423739/17;19-15-101-15;2017-10-12;AGÜERO 1151;Comuna 2;1425;C1425EHA;Obra Media;1730.3;AGUERO 1151;-58.40984714;-34.59625311;AGUERO;1151;Recoleta;2;
15;92;30;015-092-030;9919974/17;19-15-92-30;2019-01-30;AGÜERO 2288;Comuna 2;1425;C1425EHX;Obra Media;740.69;AGUERO 2288;-58.40046657;-34.58664845;AGUERO;2288;Recoleta;2;
13;58;17;013-058-017;21895559/17;9-13-58-17;2017-11-01;AGÜERO 321/323A;Comuna 3;1171;C1171ABC;Obra Media;1100.36;AGUERO 321;-58.41226015;-34.60604735;AGUERO;321;Balvanera;3;
13;59;14;013-059-014;29638709/17;9-13-59-14;2018-07-24;AGÜERO 433/39;Comuna 3;1171;C1171ABE;Obra Media;785.4;AGUERO 433;-58.41189679;-34.6047768;AGUERO;433;Balvanera;3;
13;53;001c;013-053-001c;25878508/15;9-13-53-1c;2018-11-22;AGÜERO 616/18;Comuna 3;1171;C1171ABJ;Micro Obra;;AGUERO 616;-58.41135096;-34.60233252;AGUERO;616;Balvanera;3;
37;110;44;037-110-044;22169005/16;17-37-110-44;2017-10-10;AGUILAR 2821;Comuna 13;1426;C1426DTA;Obra Media;632.5;AGUILAR 2821;-58.45049392;-34.5725692;AGUILAR;2821;Colegiales;13;
31;34;37;031-034-037;19839052/18;018-031-034-037;2018-08-28;AGUIRRE 1144;Comuna 15;1414;C1414ASX;Obra Menor;481.01;AGUIRRE 1144;-58.44123649;-34.59178244;AGUIRRE;1144;Villa Crespo;15;
33;22;001a;033-022-001a;28759606/18;17-33-22-01A;2019-03-08;AGUIRRE 1408/20;Comuna 15;1414;C1414ATD;Obra Media;595.41;AGUIRRE 1408;-58.44347464;-34.58961985;AGUIRRE;1408;Chacarita;15;
31;24;38;031-024-038;33760661/18;28-31-24-38;2019-03-11;AGUIRRE 180;Comuna 15;1414;C1414ASD;Obra Media;1686.75;AGUIRRE 180;-58.43318203;-34.60037547;AGUIRRE;180;Villa Crespo;15;
31;38;15;031-038-015;28147251/18;18-31-038-15;2019-03-01;AGUIRRE 369/71;Comuna 15;1414;C1414ASG;Obra Media;1666.19;AGUIRRE 369;-58.43454575;-34.59875838;AGUIRRE;369;Villa Crespo;15;
63;23;45;063-023-045;28805874/18;27-63-23-45;2019-01-29;AIZPURUA 3196;Comuna 12;1431;C1431ERP;Obra Menor;107.53;AIZPURUA 3196;-58.50008906;-34.57223691;AIZPURUA;3196;Villa Urquiza;12;
 ; ; ; - - ;11577948/17;;2018-05-17;AIZPURUA 3383/85;Comuna 12;1431;C1431ERS;Obra Menor;93.32;AIZPURUA 3383;-58.50152518;-34.57031751;AIZPURUA;3383;Villa Urquiza;12;
55;0;11;055-000-011;29817875/17;1-60-55--11;2018-09-11;ALBARIÑO 1020/22;Comuna 9;1440;C1440DEJ;Obra Media;1478.13;ALBARIÑO 1020;-58.49986558;-34.64773616;ALBARIÑO;1020;Mataderos;9;
60;65;006a;060-065-006a;15574006/18;1-60-65-6a;2018-07-23;ALBARIÑO 110;Comuna 10;1408;C1408HOD;Obra Media;1054.25;ALBARIÑO 110;-58.50952777;-34.6402248;ALBARIÑO;110;Villa Luro;10;
 ; ; ; - - ;14283861/14;;2018-05-29;ALBARIÑO 1332/34;Comuna 9;1440;C1440DEP;Obra Media;540.39;ALBARIÑO 1332;-58.49618836;-34.65054337;ALBARIÑO;1332;Mataderos;9;
60;65;7;060-065-007;6939407/17;1-60-65-7;2017-09-06;ALBARIÑO 188;Comuna 10;1408;C1408HOD;Obra Media;610.8;ALBARIÑO 188;-58.50937631;-34.64034017;ALBARIÑO;188;Villa Luro;10;
 ; ; ; - - ;18053741/17;;2018-03-28;ALBARIÑO 229;Comuna 10;1408;C1408HOE;Obra Menor;196.96;ALBARIÑO 229;-58.50887537;-34.64077072;ALBARIÑO;229;Villa Luro;10;
 ; ; ; - - ;19643963/17;;2018-02-08;ALBARIÑO 2361;Comuna 9;1440;C1440DFI;Obra Menor;495.74;ALBARIÑO 2361;-58.48467565;-34.65964279;ALBARIÑO;2361;Mataderos;9;
 ; ; ; - - ;12474997/17;;2018-05-29;ALBARIÑO 3457;Comuna 8;1439;C1439ETS;Micro Obra;8.1;ALBARIÑO 3457;-58.47213612;-34.669442;ALBARIÑO;3457;Villa Lugano;8;
60;046B;17;060-046B-017;27840268/17;060-046B-017;2017-10-11;ALBARIÑO 793;Comuna 9;1440;C1440DEC;Obra Menor;282.02;ALBARIÑO 793;-58.50252022;-34.64568655;ALBARIÑO;793;Liniers;9;
38;51;43;038-051-043;8217428/18;38-051-043;2018-10-18;ALBARRACIN 1545/47;Comuna 7;1424;C1424BGC;Obra Menor;245.43;ALBARRACIN 1545;-58.42996419;-34.63506426;ALBARRACIN;1545;Parque Chacabuco;7;
 ; ; ; - - ;16016789/17;;2018-03-05;ALBARRACIN 1938/44;Comuna 7;1424;C1424BGL;Obra Menor;484.47;ALBARRACIN 1938;-58.42891726;-34.63941168;ALBARRACIN;1938;Parque Chacabuco;7;
 ; ; ; - - ;30405502/17;;2018-06-06;ALBERTI 1238;Comuna 3;1247;C1247AAB;Obra Media;1742.73;ALBERTI 1238;-58.40036277;-34.62405477;ALBERTI;1238;San Cristobal;3;
 ; ; ; - - ;26718230/16;;2018-03-13;ALBERTI 1749;Comuna 4;1247;C1247AAK;Obra Menor;65.05;ALBERTI 1749;-58.39943994;-34.63041008;ALBERTI;1749;Parque Patricios;4;
 ; ; ; - - ;28103022/17;;2018-04-24;ALCARAZ 4412/14;Comuna 10;1407;C1407GIF;Obra Media;1187.2;ALCARAZ 4412;-58.50050353;-34.61830411;ALCARAZ;4412;Monte Castro;10;
85;54A;16;085-54A-016;17590561/17;15-85-54A-16;2017-09-13;ALCARAZ 4787;Comuna 10;1407;C1407GIM;Obra Media;704.66;ALCARAZ 4787;-58.50402438;-34.62008919;ALCARAZ;4787;Monte Castro;10;
 ; ; ; - - ;16321759/17;;2018-04-24;ALCARAZ 4826;Comuna 10;1407;C1407GIP;Obra Media;844.94;ALCARAZ 4826;-58.50469557;-34.62046911;ALCARAZ;4826;Monte Castro;10;
85;47;20;085-047-020;24821255/18;15-85-47-20;2019-05-30;ALCARAZ 4883;Comuna 10;1407;C1407GIO;Obra Media;1104.78;ALCARAZ 4883;-58.50519969;-34.6206049;ALCARAZ;4883;Monte Castro;10;
 ; ; ; - - ;29238050/17;;2018-03-16;ALCARAZ 4883;Comuna 10;1407;C1407GIO;Obra Media;1168.47;ALCARAZ 4883;-58.50519969;-34.6206049;ALCARAZ;4883;Monte Castro;10;
85;41;6;085-041-006;10177675/18;15-85-41-06;2018-12-12;ALCARAZ 4936/38;Comuna 10;1407;C1407GIR;Obra Media;2093.11;ALCARAZ 4936;-58.5060166;-34.62112483;ALCARAZ;4936;Monte Castro;10;
None; ; ;None- - ;33488039/18;2019/01/16;2019-01-16;ALCARAZ 5270;Comuna 10;1407;C1407GIX;Obra Media;1404.62;ALCARAZ 5270;-58.5101275;-34.62475639;ALCARAZ;5270;Monte Castro;10;
 ; ; ; - - ;12683602/18;;2018-06-26;ALCARAZ 5948/50;Comuna 10;1408;C1408CFD;Obra Menor;305.24;ALCARAZ 5948;-58.51589439;-34.63045427;ALCARAZ;5948;Versalles;10;
1;49;4;001-049-004;13793101/18;14-01-49-04;2018-08-08;ALEM 30/36;Comuna 1;1003;C1003AAN;Obra Media;648.55;ALEM, LEANDRO N. AV. 30;-58.37039591;-34.60688001;ALEM, LEANDRO N. AV.;30;San Nicolas;1;
 ; ; ; - - ;16372118/17;;2018-02-09;ALGARROBO 1022;Comuna 4;1293;C1293ABB;Obra Menor;119.81;ALGARROBO 1022;-58.37934162;-34.65458756;ALGARROBO;1022;Barracas;4;
93;124A;14;093-124A-014;16510890/18;15-93-124A-014;2018-09-06;ALICANTE 1909/11;Comuna 10;1408;C1408DNA;Obra Menor;200.92;ALICANTE 1909;-58.52236325;-34.62303082;ALICANTE;1909;Villa Real;10;
85;45;16;085-045-016;385606/17;15-85-45-16;2017-10-11;ALLENDE 1973;Comuna 10;1407;C1407CQA;Obra Media;2495.98;ALLENDE 1973;-58.50483484;-34.6223168;ALLENDE;1973;Monte Castro;10;
87;64A;16;087-64A-016;30165236/18;15-87-64A-16;2019-04-05;ALLENDE 2720;Comuna 11;1417;C1417BML;Obra Menor;256.44;ALLENDE 2720;-58.51106715;-34.61526558;ALLENDE;2720;Villa Devoto;11;
87;64A;16;087-64A-016;301652236/18;15-87-64A-16;2018-11-28;ALLENDE 2720;Comuna 11;1417;C1417BML;Micro Obra;;ALLENDE 2720;-58.51106715;-34.61526558;ALLENDE;2720;Villa Devoto;11;
87;064A;16;087-064A-016;30165236/18;087-064A-016;2018-11-12;ALLENDE 2720;Comuna 11;1417;C1417BML;Obra Menor;256.44;ALLENDE 2720;-58.51106715;-34.61526558;ALLENDE;2720;Villa Devoto;11;
87;81A;15;087-81A-015;18344653/18;15-87-81A-15;2018-09-03;ALLENDE 3113/17;Comuna 11;1417;C1417BMS;Obra Menor;99.63;ALLENDE 3113;-58.51372895;-34.61230653;ALLENDE;3113;Villa Devoto;11;
 ; ; ; - - ;4679917/18;;2018-04-25;ALLENDE 4144;Comuna 11;1419;C1419BVN;Obra Menor;94.98;ALLENDE 4144;-58.52107166;-34.60430234;ALLENDE;4144;Villa Devoto;11;
 ; ; ; - - ;29413111/17;;2018-05-04;ALM.BROWN 757/61;Comuna 4;1155;C1155AEE;Obra Mayor;3596.46;BROWN, ALTE. AV. 757;-58.36164078;-34.63168854;BROWN, ALTE. AV.;757;Boca;4;
32;17;39;032-017-039;29818349/17;02-32-017-039;2019-01-28;ALMAFUERTE 391;Comuna 4;1437;C1437JLD;Obra Media;964.81;ALMAFUERTE AV. 391;-58.4131642;-34.64260126;ALMAFUERTE AV.;391;Nueva Pompeya;4;
79;140A;10;079-140A-010;12659248/18;15-79-140A-10;2019-02-07;ALMAGRO 1665;Comuna 11;1416;C1416BDA;Obra Menor;154.16;ALMAGRO 1665;-58.48493534;-34.61525298;ALMAGRO;1665;Villa Santa Rita;11;
89;01A;3;089-01A-003;28919564/17;15-89-1A-03;2018-08-07;ALTA GRACIA 3518/20;Comuna 11;1419;C1419CFJ;Obra Menor;64.45;ALTA GRACIA 3518;-58.52735051;-34.61086984;ALTA GRACIA;3518;Villa Devoto;11;
61;59;22;061-059-022;2701333/18;15-061-059-022;2019-04-29;ALTOLAGUIRRE 1242;Comuna 15;1427;C1427BHB;Obra Menor;115.91;ALTOLAGUIRRE 1242;-58.48121655;-34.58966991;ALTOLAGUIRRE;1242;Parque Chas;15;
51;20;4;051-020-004;9172973/17;16-51-20-04;2017-11-28;ALTOLAGUIRRE 2228;Comuna 12;1431;C1431ECR;Obra Media;1805.94;ALTOLAGUIRRE 2228;-58.48989054;-34.57824461;ALTOLAGUIRRE;2228;Villa Urquiza;12;
 ; ; ; - - ;28060661/17;;2018-03-13;ALTOLAGUIRRE 2879;Comuna 12;1431;C1431EDI;Obra Menor;374.73;ALTOLAGUIRRE 2879;-58.4938213;-34.57327434;ALTOLAGUIRRE;2879;Villa Urquiza;12;
63;80;13;063-080-013;34947036/18;16-63-80-13;2019-05-21;ALTOLAGUIRRE 2919;Comuna 12;1431;C1431EDK;Obra Menor;276.96;ALTOLAGUIRRE 2919;-58.49420238;-34.5727997;ALTOLAGUIRRE;2919;Villa Urquiza;12;
63;70;37;063-070-037;28198413/16;16-63-70-37;2018-10-10;ALTOLAGUIRRE 3276;Comuna 12;1431;C1431EDR;Obra Media;583.5;ALTOLAGUIRRE 3276;-58.4970357;-34.56938582;ALTOLAGUIRRE;3276;Villa Urquiza;12;
63;71;37;063-071-037;16720459/17;16-63-71-37;2018-07-24;ALTOLAGUIRRE 3350/52;Comuna 12;1431;C1431EDT;Obra Media;1241.9;ALTOLAGUIRRE 3350;-58.49763718;-34.56864354;ALTOLAGUIRRE;3350;Villa Urquiza;12;
 ; ; ; - - ;17953525/17;;2018-02-28;ALTOLAGUIRRE 3575;Comuna 12;1431;C1431EDW;Obra Media;622.71;ALTOLAGUIRRE 3575;-58.49998456;-34.56561879;ALTOLAGUIRRE;3575;Villa Urquiza;12;
59;27;3;059-027-003;30280785/17;15-59-27-03;2018-07-30;ALV.JONTE 1920/22;Comuna 11;1416;C1416EXR;Obra Media;1878.56;ALVAREZ JONTE 1920;-58.47072344;-34.60322025;ALVAREZ JONTE;1920;Villa Gral. Mitre;11;
69;29;24;069-029-024;12128431/17;15-69-29-24;2017-09-15;ALV.JONTE 2771/75;Comuna 11;1416;C1416EXM;Obra Media;1268.35;ALVAREZ JONTE AV. 2771;-58.48160468;-34.6083669;ALVAREZ JONTE AV.;2771;Villa Del Parque;11;
79;128A;16;079-128A-016;30180477/17;15-79-128A-16;2018-09-05;ALV.JONTE 3402/04;Comuna 11;1407;C1407GOO;Obra Menor;340.93;ALVAREZ JONTE AV. 3402;-58.49022721;-34.61138219;ALVAREZ JONTE AV.;3402;Villa Santa Rita;11;
91;79A;27;091-79A-027;15766315/19;15-91-79A-27;2019-05-22;ALV.JONTE 3867/69;Comuna 11;1407;C1407GOF;Obra Mayor; ;ALVAREZ JONTE AV. 3867;-58.49508774;-34.61407833;ALVAREZ JONTE AV.;3867;Villa Del Parque;11;
 ; ; ; - - ;29813253/17;;2018-01-12;ALV.JONTE 3867/69;Comuna 11;1407;C1407GOF;SIN INFORMACION;;ALVAREZ JONTE AV. 3867;-58.49508774;-34.61407833;ALVAREZ JONTE AV.;3867;Villa Del Parque;11;
 ; ; ; - - ;29290432/17;;2018-06-11;ALV.JONTE 5541;Comuna 10;1407;C1407GPJ;Obra Media;875.6;ALVAREZ JONTE AV. 5541;-58.51397709;-34.62627582;ALVAREZ JONTE AV.;5541;Monte Castro;10;
37;19;1;037-019-001;23772558/18;17-37-19-1;2019-01-16;ALV.THOMAS 1002/06;Comuna 15;1427;C1427CCX;Micro Obra;;ALVAREZ THOMAS AV. 1002;-58.45618327;-34.57896362;ALVAREZ THOMAS AV.;1002;Chacarita;15;
51;76A;16;051-76A-016;8209738/18;16-51-76A-16;2018-08-15;ALV.THOMAS 2731/33;Comuna 12;1431;C1431FOE;Obra Menor;169.32;ALVAREZ THOMAS AV. 2731;-58.47886307;-34.57473731;ALVAREZ THOMAS AV.;2731;Villa Urquiza;12;
51;78;126;051-078-126;21191047/17;16-51-78-126;2017-10-23;ALV.THOMAS 2953;Comuna 12;1431;C1431FOG;Obra Media;1834.1;ALVAREZ THOMAS AV. 2953;-58.48106968;-34.57309602;ALVAREZ THOMAS AV.;2953;Villa Urquiza;12;
53;13;011a;053-013-011a;24071569/16;16-53-13-11A;2017-11-27;ALV.THOMAS 3134/52;Comuna 12;1431;C1431FOV;Obra Mayor;10886.36;ALVAREZ THOMAS AV. 3134;-58.48304352;-34.57175947;ALVAREZ THOMAS AV.;3134;Villa Urquiza;12;
37;23;19;037-023-019;20441884/18;17-37-23-19;2019-05-22;ALV.THOMAS 707;Comuna 13;1427;C1427CCH;Micro Obra;;ALVAREZ THOMAS AV. 707;-58.45219839;-34.57999223;ALVAREZ THOMAS AV.;707;Colegiales;13;
37;23;19;037-023-019;20441884/18;17-37-23-19;2018-10-31;ALV.THOMAS 707;Comuna 13;1427;C1427CCH;Obra Media;1580.19;ALVAREZ THOMAS AV. 707;-58.45219839;-34.57999223;ALVAREZ THOMAS AV.;707;Colegiales;13;
37;17;010b;037-017-010b;32635299/18;17-37-17-010b;2019-03-26;ALV.THOMAS 802/08;Comuna 15;1427;C1427CCV;Obra Media;1961.57;ALVAREZ THOMAS AV. 802;-58.4537473;-34.57970677;ALVAREZ THOMAS AV.;802;Chacarita;15;
37;25;20;037-025-020;19958969/18;17-37-25-20;2018-11-23;ALV.THOMAS 925;Comuna 13;1427;C1427CCJ;Obra Mayor;3300.67;ALVAREZ THOMAS AV. 925;-58.45515585;-34.57904226;ALVAREZ THOMAS AV.;925;Colegiales;13;
37;25;016c;037-025-016c;14738270/17;17-37-25-16c;2018-10-16;ALV.THOMAS 939;Comuna 13;1427;C1427CCJ;Obra Mayor;6616.97;ALVAREZ THOMAS AV. 939;-58.45537703;-34.57897132;ALVAREZ THOMAS AV.;939;Colegiales;13;
37;18;032b;037-018-032b;17828759/18;17-37-18-32B;2019-04-29;ALV.THOMAS 964/78;Comuna 15;1427;C1427CCW;Obra Mayor;3068.91;ALVAREZ THOMAS AV. 964;-58.45572382;-34.57908779;ALVAREZ THOMAS AV.;964;Chacarita;15;
26;37D;23;026-37D-023;17994842/17;2-26-37D-23;2017-12-21;ALVARADO 3141;Comuna 4;1290;C1290AAY;Obra Mayor;7484.71;ALVARADO 3141;-58.39146295;-34.64835795;ALVARADO;3141;Barracas;4;
32;26;001d;032-026-001d;15262970/18;2-32-26-1D;2018-12-04;ALZAGA 2263;Comuna 5;1240;C1240AAE;Obra Media;1387.55;ALZAGA 2263;-58.4146351;-34.63814022;ALZAGA;2263;Boedo;5;
54;63;39;054-063-039;442069/15;1-054-063-039;2019-03-21;AMEGHINO 617;Comuna 9;1407;C1407JAC;Obra Menor;134.78;AMEGHINO, FLORENTINO, DR. 617;-58.48751139;-34.64273552;AMEGHINO, FLORENTINO, DR.;617;Parque Avellaneda;9;
37;132;21;037-132-021;34659998/18;17-37-132-21;2019-03-07;AMENABAR 1202/04;Comuna 13;1426;C1426AJV;Obra Media;1459.91;AMENABAR 1202;-58.45080927;-34.5698995;AMENABAR;1202;Colegiales;13;
37;145;9;037-145-009;9401916/18;17-37-145-09;2018-07-30;AMENABAR 1457/59;Comuna 13;1426;C1426AJY;Obra Mayor;3529.64;AMENABAR 1457;-58.45279728;-34.56862947;AMENABAR;1457;Colegiales;13;
37;146;017a;037-146-017a;17098348/17;17-37-146-17a;2017-12-05;AMENABAR 1523/17;Comuna 13;1426;C1426AKC;Obra Media;1787.2;AMENABAR 1523;-58.45364424;-34.56813793;AMENABAR;1523;Colegiales;13;
 ; ; ; - - ;17189005/16;;2018-04-13;AMENABAR 1641/45;Comuna 13;1426;C1426AKE;Obra Menor;116.05;AMENABAR 1641;-58.45500792;-34.5671985;AMENABAR;1641;Belgrano;13;
 ; ; ; - - ;28749984/17;;2018-03-19;AMENABAR 2911/13;Comuna 13;1429;C1429AEA;Obra Mayor;3048.2;AMENABAR 2911;-58.46449136;-34.55614336;AMENABAR;2911;Nuñez;13;
35;64;1;035-064-001;12562198/18;17-35-64-1;2018-12-07;AMENABAR 34/72;Comuna 14;1426;C1426AIB;Micro Obra;;AMENABAR 34;-58.43911691;-34.57730714;AMENABAR;34;Palermo;14;
 ; ; ; - - ;29760589/17;;2018-05-15;AMENABAR 3821/23;Comuna 12;1429;C1429AES;Obra Media;1901.61;AMENABAR 3821;-58.47114082;-34.54852438;AMENABAR;3821;Saavedra;12;
45;40;25;045-040-025;26800383/18;7-45-40-25;2018-12-14;AMPERE 841;Comuna 6;1405;C1405DFA;Obra Media;1302;AMPERE 841;-58.44564933;-34.60862714;AMPERE;841;Caballito;6;
45;39;009b;045-039-009b;9405863/18;07-45-39-9b;2018-09-28;AMPERE 850;Comuna 6;1405;C1405DFB;Obra Mayor;2978.83;AMPERE 850;-58.44591128;-34.60879927;AMPERE;850;Caballito;6;
81;96B;29;081-96B-029;16834096/17;15-81-96B-29;2017-12-04;AMSTERDAM 3731;Comuna 11;1417;C1417GDA;Obra Media;507.3;AMSTERDAM 3731;-58.49686489;-34.60948804;AMSTERDAM;3731;Villa Del Parque;11;
15;115;32;015-115-032;21404153/15;19-15-115-32;2017-10-26;ANCHORENA 1152/56;Comuna 2;1425;C1425ELB;Obra Media;2383.03;ANCHORENA, TOMAS MANUEL DE, DR. 1152;-58.40709372;-34.59601583;ANCHORENA, TOMAS MANUEL DE, DR.;1152;Recoleta;2;
13;18;14;013-018-014;26398984/18;09-13-18-14;2018-12-04;ANCHORENA 884/88;Comuna 3;1170;C1170ACP;Obra Mayor;8330;ANCHORENA, TOMAS MANUEL DE, DR. 884;-58.4084901;-34.59875156;ANCHORENA, TOMAS MANUEL DE, DR.;884;Balvanera;3;
23;2;18;023-002-018;4991114/18;17-23-2-18;2018-08-03;ANCON 5168;Comuna 14;1425;C1425BZB;Obra Media;830.24;ANCON 5168;-58.43200255;-34.57558856;ANCON;5168;Palermo;14;
 ; ; ; - - ;26581562/17;;2018-06-06;ANDALGALA 1175/77;Comuna 9;1408;C1408GDE;Obra Media;864.51;ANDALGALA 1175;-58.52035143;-34.65164931;ANDALGALA;1175;Liniers;9;
74;46A;3;074-46A-003;34246359/18;01-74-46A-003;2019-01-18;ANDALGALA 1277;Comuna 9;1408;C1408GDG;Obra Media;1033.7;ANDALGALA 1277;-58.51895798;-34.65269415;ANDALGALA;1277;Liniers;9;
74;50;27;074-050-027;26264595/16;1-74-50-27;2019-01-30;ANDALGALA 1676;Comuna 9;1440;C1440ENH;Obra Media;895.02;ANDALGALA 1676;-58.51416079;-34.65635906;ANDALGALA;1676;Mataderos;9;
74;39B;6;074-39B-006;14647287/17;1-74-39B-6;2017-10-24;ANDALGALA 1845;Comuna 9;1440;C1440ENK;Obra Media;997;ANDALGALA 1845;-58.51223649;-34.65792922;ANDALGALA;1845;Mataderos;9;
76;96;013a;076-096-013a;22438865/18;1-76-96-13a;2018-09-26;ANDALGALA 2034;Comuna 9;1440;C1440ENP;Obra Menor;458.8;ANDALGALA 2034;-58.5096404;-34.65986588;ANDALGALA;2034;Mataderos;9;
76;79;038b;076-079-038b;30415545/17;1-76-79-38B;2018-07-18;ANDALGALA 2431;Comuna 9;1440;C1440ENW;Obra Media;559.3;ANDALGALA 2431;-58.5044297;-34.66435676;ANDALGALA;2431;Mataderos;9;
 ; ; ; - - ;29763656/17;;2018-06-26;ANDONAEGUI 1217;Comuna 15;1427;C1427BEG;Obra Media;1456.25;ANDONAEGUI 1217;-58.47882196;-34.58803139;ANDONAEGUI;1217;Parque Chas;15;
61;113;26;061-113-026;10562284/17;15-61-113-26;2017-12-05;ANDONAEGUI 1484/86;Comuna 15;1431;C1431DVB;Obra Menor;126.77;ANDONAEGUI 1484;-58.48151065;-34.58534315;ANDONAEGUI;1484;Parque Chas;15;
51;29;28;051-029-028;11180582/18;16-51-029-028;2018-10-03;ANDONAEGUI 1930/32;Comuna 12;1431;C1431DVL;Obra Menor;282.26;ANDONAEGUI 1930;-58.48527732;-34.58082905;ANDONAEGUI;1930;Villa Urquiza;12;
51;30;027a;051-030-027a;21556549/15;16-51-30-27a;2017-12-21;ANDONAEGUI 2050/68;Comuna 12;1431;C1431DVN;Obra Media;2304.76;ANDONAEGUI 2050;-58.48634448;-34.57958493;ANDONAEGUI;2050;Villa Urquiza;12;
 ; ; ; - - ;20885014/17;;2018-06-19;ANDONAEGUI 2053/55;Comuna 12;1431;C1431DVM;Obra Media;970.2;ANDONAEGUI 2053;-58.48633718;-34.57945947;ANDONAEGUI;2053;Villa Urquiza;12;
 ; ; ; - - ;22949700/17;;2018-01-24;ANDONAEGUI 2261;Comuna 12;1431;C1431DVQ;Obra Media;603.33;ANDONAEGUI 2261;-58.48872994;-34.5775835;ANDONAEGUI;2261;Villa Urquiza;12;
51;37;15;051-037-015;17960728/17;16-51-037-015;2019-02-07;ANDONAEGUI 2343;Comuna 12;1431;C1431DVS;Obra Media;920.96;ANDONAEGUI 2343;-58.48925622;-34.5769589;ANDONAEGUI;2343;Villa Urquiza;12;
 ; ; ; - - ;11023606/17;;2018-05-31;ANDONAEGUI 2483/85;Comuna 12;1431;C1431DWA;Obra Mayor;2780.49;ANDONAEGUI 2483;-58.49027754;-34.57573088;ANDONAEGUI;2483;Villa Urquiza;12;
63;98A;15;063-98A-015;25847738/18;16-63-98A-015;2018-11-05;ANDONAEGUI 3423/25;Comuna 12;1431;C1431DWU;Micro Obra;;ANDONAEGUI 3423;-58.49725033;-34.56704744;ANDONAEGUI;3423;Villa Urquiza;12;
55;20;16;055-020-016;30812165/18;16-55-20-16;2019-01-02;ANDONAEGUI 3720;Comuna 12;1431;C1431DXB;Obra Menor;122.92;ANDONAEGUI 3720;-58.50013738;-34.56341222;ANDONAEGUI;3720;Saavedra;12;
